area_sqft,bedrooms,age_years,neighborhood,price
1727.3920814984583,3,12,North,471044.66296971217
1230.3513252563396,3,44,North,307125.4733406505
1428.5483957516196,3,44,Central,391848.63137020596
945.8696039092434,2,23,Central,283996.38551264774
891.9486198959023,4,35,East,207897.95609700118
2167.7659276500112,2,43,Central,483509.6465588807
1246.4476477307624,4,3,East,327696.1702924991
1645.840178177901,3,8,East,371408.14250004
1483.1047826163137,5,31,Central,458307.6669681655
1279.427398618908,5,8,North,373464.3670167131
1246.0195148313903,5,16,North,330272.99123440863
1815.0412957227932,2,40,Central,432254.1533119564
1349.066197733045,4,32,East,357560.43040456757
1424.278175914354,4,20,West,354672.95510498533
1511.1107785972397,4,13,North,436985.5748434167
2088.254160126001,5,18,East,454909.0476302919
1840.255487316569,1,5,West,404305.28728171875
1691.3001338639965,4,38,West,345882.8918330721
1218.2143033233792,4,0,West,347885.18936933426
809.0156399967673,2,5,North,324668.1471199265
1974.764965867651,2,13,East,389519.0137082918
1983.2235671104381,3,17,Central,548581.2891496056
1429.6458004383298,2,38,West,268534.58757297805
1770.941920801759,3,33,Central,426500.4931350797
1890.7215269427024,1,40,Central,444950.0104285477
1915.592226332491,2,30,Central,472136.6131021299
1960.6917366232353,2,30,Central,469581.95871991763
1272.1911746694336,4,9,West,295952.474286175
2257.486491332359,1,33,West,452527.15973743994
876.7034708571458,2,19,East,190552.16633307977
1930.8615384968246,4,8,East,524568.0430363318
1746.9660395153792,3,37,North,380716.2008801092
1936.8095567622513,4,15,Central,511603.2684284281
2439.504153548369,5,43,East,450112.18515610206
2242.2227366893244,4,40,East,430022.575471293
927.4115464053375,2,36,North,195765.75578653935
655.6642098660716,1,44,East,155987.21875533482
1908.4445295268984,1,12,North,430518.6197153763
992.4937920620384,4,19,East,280366.23788872914
1493.7973056762432,1,8,West,332476.91153802356
1919.863738502597,5,34,Central,464741.8801055719
678.1013244072069,3,17,North,274713.15118017944
450.0,1,42,Central,134999.20166806053
1629.6495101686135,4,7,Central,412545.34369691997
1522.1929448066485,1,44,North,325370.9701399269
1377.0984643090387,5,8,North,362352.23497399484
1519.267381885109,2,13,Central,401287.7999858099
1069.7421963163602,3,43,Central,320152.3858134472
743.2527963639466,3,29,Central,236311.34661928267
1416.6725745598392,2,21,West,353471.20277344534
1014.1456544753041,1,17,East,217438.7263096379
678.2593387944465,1,12,North,267815.7486250902
1752.8405356966384,3,20,North,458500.1837220484
1469.300685788912,5,9,North,396785.7576940368
1703.264268316407,2,20,Central,427674.4022018905
1005.3525292870315,2,25,North,242978.62669558203
1170.9706040816711,4,12,West,328319.9151945764
1000.4784863899172,5,16,Central,385758.84989583056
1056.6790664709758,3,0,North,289516.1320718459
1597.7039588747011,5,39,North,406921.6461473668
1108.512691832527,4,34,West,232071.62113645094
1678.0331444101373,4,44,West,327664.1820839073
1669.877962709108,2,31,East,284797.5306472825
2512.580493440051,3,44,East,536649.953064705
803.6054770665952,4,37,East,199792.0096215051
1943.9511889175228,2,8,East,435134.0380119369
1455.2560190557908,4,6,North,382586.3365844311
1492.9851349345015,2,29,North,378081.39862335153
775.0680890466945,4,10,East,178541.61304808292
1269.9030936376728,3,33,Central,346633.00430589454
1871.598631721977,1,26,Central,507931.502925364
1458.7608139913475,1,44,East,255621.52206519846
1540.5271852056328,5,42,North,364506.68373296515
1354.6416596997294,4,37,North,349629.2802472369
2077.2848734931436,3,21,West,429381.3326286699
1489.2637164782525,4,31,Central,399506.50526482845
450.0,2,9,Central,263379.85574762063
1153.9637247627547,2,41,West,250975.3978047912
515.6016964598786,3,26,North,202559.9086637257
450.0,4,27,North,178666.96769478888
1234.942325113844,3,43,East,261182.93866356273
2166.7799250513617,2,20,West,461859.45665597526
1523.5599530652964,3,39,North,388074.9386172186
913.7271462975103,2,33,North,259234.08587932482
1029.6500658987889,2,40,North,237878.30693618144
2065.306615125004,1,6,West,383224.28357605945
1578.8133116992324,2,18,West,382363.99420593405
1523.9996207810284,3,27,Central,423757.9040483613
1473.2691055809714,2,11,Central,382514.8541340931
1519.2001307776732,3,16,East,290108.970229776
1902.7028234718991,4,39,Central,422518.7824271901
1776.2836486780377,4,39,Central,462435.3013379915
1607.8523500122474,3,35,West,314430.7164878765
978.5658212049947,3,10,West,267463.2642783726
1755.5543824548636,1,38,North,371433.8387091165
1157.8764610037529,3,3,East,346959.4201277334
2046.9228379502392,3,17,North,475066.7810036237
864.4745891379363,2,4,Central,313071.43329772534
1431.1895118622058,2,12,West,329392.682198385
1496.3208568543646,4,35,Central,441775.73360371427
837.6772246779317,1,10,North,286572.02544179244
2360.9858219282396,5,21,Central,577518.8166975077
2230.203383629776,5,39,West,428188.219516104
1268.2081191954585,4,12,East,300627.735449551
1885.8605827822616,2,41,West,390610.0511615298
1689.3380348351059,2,25,North,365989.82596553024
450.0,3,16,West,204718.18858491676
1625.1990081387953,4,28,East,368853.58246006357
1469.3279600833757,2,39,Central,367711.93477900827
1541.6086767372651,3,14,Central,447184.86171490833
961.5625400864109,1,17,Central,313631.07994875894
1365.3264768897975,5,3,West,357876.8072542957
1410.8706183088514,5,20,West,351127.4573005124
2094.0471086061593,2,14,West,528452.7265996867
1667.2135301955072,5,25,West,360526.6706308356
1497.2224848986682,5,28,East,332377.5860702595
2264.48499895547,1,9,Central,573055.8115871978
1222.3760351181763,1,15,North,308137.9901690881
1305.2848475623077,3,12,Central,365461.1865699539
591.6224943304701,4,3,West,197438.7229679895
2284.552923141806,2,11,Central,568077.5992747158
1982.1661840972142,4,30,West,462475.85620854335
1958.4240222558537,1,11,Central,525921.0108377925
1834.4492232234688,5,18,North,460242.26936900575
1555.074293831826,4,23,North,421087.63613673655
1607.7444695911645,2,0,East,352367.051180713
1373.9967048663461,4,4,East,362290.0644456937
1398.199787138527,3,2,West,348763.35326446505
1527.1518058568472,4,35,East,333466.73106304195
2255.9147557818887,4,13,Central,587906.492665421
1777.8439509040393,4,7,Central,524614.4765091178
1470.7699371205692,1,7,North,341087.5525230329
1210.3039747783018,1,19,Central,376627.81155882694
1182.5007562941703,4,4,Central,379506.04535222996
2301.3525055862447,2,28,Central,493564.704845623
1753.3436521135518,1,31,West,351917.01243889023
1533.7752791553273,3,6,North,361734.0919820991
1326.9090789236386,5,44,East,288146.4347133539
945.4732941497361,4,18,Central,335748.9506547358
1466.569221265052,2,37,Central,356038.51121099084
1936.8290172351005,2,25,West,427030.01873297343
1303.731376581255,4,39,North,307512.55924129765
1386.37870849972,3,24,North,347537.8048444329
1389.4828242805108,3,14,Central,357739.5692014988
1554.7971839990844,5,40,Central,406369.6722213386
703.4945606271955,1,40,Central,186580.45589594115
1382.3008240174545,1,35,East,256409.28611956802
1072.8022409229643,5,30,Central,335930.02031571
1942.2925162813026,2,5,West,453630.5193257998
1114.70066171757,5,34,North,254472.64692494026
1788.5233736503478,2,37,West,316488.80415198463
2262.21872636338,5,29,North,504629.0255461457
1343.2018693591872,5,24,East,341091.90529633936
1199.211873938267,5,29,East,303469.32046648464
1595.7161295630465,2,30,North,389033.7357305149
1498.9854861954857,3,4,Central,477154.75402873836
1003.1918263301443,1,7,North,303851.5694431162
1730.4597078566899,2,12,North,417634.580777643
2507.758026737704,3,21,North,518113.920624863
1370.944002367138,1,17,Central,341933.1670269248
1398.5619019676683,4,31,West,313933.21869709605
977.5339882154572,1,27,North,256493.04613688678
1659.5442258432738,1,35,West,340042.3055182869
876.511887646186,4,9,East,261316.8930162263
946.5344878242582,5,36,North,266261.85563060717
2139.8336359218947,5,10,East,510385.7739154535
1047.2734703026779,1,9,West,279322.83023618115
2040.6787846656691,4,41,Central,486254.19137223513
2262.1790018914035,4,37,East,462534.43890292646
1629.6632287383713,5,4,North,431602.2763411461
1776.6957014254117,1,25,East,325996.6221219619
2476.1254718433893,3,42,North,520455.79136482265
1401.6357989671417,5,30,North,373788.08589201694
1203.4971015291922,3,25,North,307011.21093967056
823.3844676085291,2,38,Central,235220.05384603914
1520.853540173173,1,26,East,378702.0910385602
2239.572105459153,4,18,Central,530748.847139875
1979.7976907004327,1,41,West,372138.27285713714
1028.9543792910213,5,41,West,264232.2977190011
1072.312308083702,4,41,Central,273227.73662404047
1247.9143853295182,2,39,West,268702.09643285855
1646.134041247671,2,11,North,459205.93084407743
1397.344286448158,1,36,West,313751.29608203366
1607.2269727215407,2,14,East,377030.7302948678
1648.3696890227236,3,17,West,403637.5334473382
1350.6132066607763,2,26,West,309916.23766203603
1479.9130291985282,3,23,West,374336.5688966352
1603.296188608017,4,39,North,364700.9800102456
1458.015148233412,3,7,North,377868.4545399241
1751.7604324970255,2,26,North,399819.3559143744
2435.4378866640022,4,34,West,531172.528288288
1795.9861423854152,4,19,Central,484010.3426400021
1527.905273204276,3,40,Central,398619.59122259193
656.9406883190426,1,33,Central,155841.04397826336
1693.9785430076008,3,7,East,432637.96689357987
526.6607941163963,2,6,North,288583.6906992571
795.482956921939,3,33,Central,302856.63897818007
1927.3196262343827,1,16,North,424952.33652646246
1853.1175300683321,3,31,West,371042.2692913317
1425.0305008255575,1,34,North,322504.26462067215
644.9944469238922,3,1,West,209464.75233702277
1314.325741554575,4,31,North,354977.1510265187
1160.630840891988,1,41,Central,274548.0834047786
1818.4203730651052,1,37,Central,441443.4756530821
2628.8652662137656,2,21,West,580115.5050346279
1608.4652439773279,5,21,North,352713.86026462715
1110.3444359839416,2,12,West,298493.6166226085
914.72423484839,5,22,East,234528.30485642952
1471.9528596158636,2,1,Central,385498.3522262124
1411.603403243206,1,8,East,305110.30810178217
924.2404202362642,4,35,East,216174.05715037187
1558.177617846092,1,14,Central,439491.7003592746
924.5432393445692,1,15,North,215152.84889575318
2056.0536358646505,3,31,North,483533.7638910389
2031.3253028940776,2,23,East,476623.81536294473
2042.3756326482103,4,20,East,463338.9676909457
1262.974764695736,3,8,West,350998.821313425
1757.2602816590445,4,15,Central,474117.8707787341
1433.9652473903216,2,27,East,269092.7112179471
1305.5939692987592,2,27,Central,367923.76444530784
1330.4271714289669,2,17,Central,385745.57952587324
850.1423634829247,4,30,North,275722.70090062753
778.0681520524394,2,36,East,250427.13707478973
1897.1573954380228,5,4,Central,551635.9724024956
1404.38229804024,3,29,East,319338.2525439071
1608.2124255638116,4,32,West,409695.1141147601
2000.8551942270599,4,32,Central,446193.17721163546
633.4337524919629,4,12,West,193969.82844809667
1107.934963092053,5,11,Central,367832.4237407368
1587.6674217325353,3,19,West,351993.9207520011
1696.0473933327864,5,2,North,484026.29467558506
1311.4627747994516,5,13,North,366582.74908260995
2014.5896163489242,3,39,Central,517551.19809086906
1605.1974694148184,4,37,East,383922.9797479532
893.3089305860701,3,42,Central,286831.1942613276
1034.6181120046774,4,1,Central,361678.41610614455
1902.7355302473113,3,28,East,414087.2346183162
1731.9157282280298,3,2,East,436817.0327522878
550.4693804966995,2,41,West,107534.9922223315
2173.8561519312043,4,23,East,473488.21854636836
1799.0135155469438,5,31,North,450210.7788043393
2171.671493848249,2,10,East,470536.42261090473
1308.149559462458,1,27,East,318459.47687958635
1352.146889333837,4,37,West,345450.59566727496
936.7714576243405,2,18,West,223767.53380811698
2768.464785065944,4,35,West,564215.8075495642
1412.2728872964256,4,16,East,317281.97502053546
2293.7665960409727,5,10,West,550795.8327278481
1176.3537743063603,3,22,East,253247.464374878
1581.9205961665505,1,30,East,341535.44247433037
664.32375671496,2,10,Central,281901.0108738498
1308.5664256166156,2,23,North,353724.1620592416
1991.8774542000137,5,19,West,460026.01597868383
874.1280922127517,5,38,East,175883.6202520581
2036.1137724673058,3,22,Central,552694.9656354693
1668.6189079242313,5,0,Central,491831.25363084336
978.0245375078721,3,1,Central,393654.995918385
1249.2013642871632,2,22,Central,363915.7088620496
1270.4671616472933,1,17,East,302949.1227489389
1475.2403310287489,5,3,North,477659.53135946963
1231.9280170284537,5,12,East,339194.46203473536
1086.3560495977317,4,15,East,329119.2479003311
1347.7061487425913,1,28,West,246918.80937825804
986.5551306954756,3,9,West,310580.1523597041
855.2367136784616,2,36,North,214609.81254810726
1475.9117587463206,4,31,West,337462.5369469771
1941.4371127772843,5,27,West,441412.9856242197
735.3141474413175,3,31,Central,266275.7893045324
1501.7540757319803,5,29,East,395321.77758721774
1175.0219025993522,1,4,North,268817.4395265577
1011.4272814326551,5,27,West,279720.979599469
1926.7188263573094,5,9,East,434481.1822213117
1240.915155454667,5,11,North,402334.57234536164
2249.1508415324397,5,35,North,487908.6446286735
1110.0803179268032,2,16,Central,351167.15709687676
1693.2509968129161,1,35,North,347393.81121226394
1386.3584967213985,1,37,Central,357054.49646561546
1122.9890954368184,4,11,West,346167.1915147555
1793.8375212888764,3,42,East,339399.56677037
1422.5087134625965,2,20,East,316411.2904031773
1801.6052903568234,1,8,North,384270.12010255805
1476.3542463915019,2,12,East,347923.9867273647
957.0918723492808,5,0,North,363179.1157008016
1448.9653784055465,1,7,West,330306.79040234414
1525.9775847580702,1,43,North,349256.9587501458
1979.2314769405987,2,6,North,410366.19798851537
1046.8654963324107,2,38,Central,231261.39848213142
1480.3350733663474,1,29,East,256211.3661162706
639.0606348849806,2,27,North,185691.76764456046
1825.746530171658,3,39,North,397864.1992063225
959.2585126796771,1,36,North,226704.3032398434
596.8202394581973,5,23,West,211030.78346932848
1470.3915828626314,3,26,West,360225.8076337224
2052.8424793314234,2,44,Central,437883.83857879177
737.7765258940623,1,40,Central,180203.62547388062
955.9822073057865,1,15,East,193983.2736082454
1128.3625544733593,5,10,West,392843.397663993
935.2516768289984,2,1,East,193305.5554768557
1689.7139441672923,4,19,West,395210.0825029584
1096.316277477757,1,27,West,292992.55640674947
1139.242631769899,2,30,North,296868.42925731966
1791.6526993411555,2,44,North,346452.53621805634
1122.2426845156579,5,9,West,330258.04912897747
1716.3900488903612,2,22,East,388685.8223934624
1014.3074140589783,4,32,East,280148.260972612
893.9307428923553,5,4,Central,327257.6434518064
582.2753554045387,2,11,North,241911.93229738975
2430.6013934558646,2,33,West,490530.26119037357
1339.8704839345016,5,31,West,361809.4791048729
1621.9666839742147,5,9,East,444356.6314713888
1484.4752455096004,5,36,West,334684.00411416916
1579.9808785036314,1,39,West,268808.87261562585
1524.8432396871863,4,19,Central,438522.662503747
2454.108519601349,1,14,East,548567.634049605
980.5367045214264,2,44,West,229961.38655615924
721.2689469509115,3,11,North,261326.95062948778
994.0201657578226,5,28,Central,400584.8950400221
832.645495120727,4,16,West,224712.18518977676
1873.4810262409712,5,34,Central,498748.8852306718
1910.1891047688785,5,27,Central,473569.96350881853
1019.3422274248368,2,0,North,316873.91978957667
804.7821117685041,5,2,North,309926.1777797477
1322.6016734294526,1,5,North,393894.3919364542
2195.561938938197,2,44,West,393942.92515134224
450.0,5,32,North,175097.36872634478
1763.3133845079374,1,14,Central,396591.2816148579
962.1223862757073,4,42,North,266387.3925097438
2020.1835732706372,5,13,North,486385.17102633946
961.038029561624,2,28,North,267440.66645317053
1357.2920863920797,4,21,West,306528.14155903447
746.8604496802184,3,41,West,174119.07008978492
1011.3710747509513,4,21,East,294357.80973090697
2192.919581523059,2,2,West,491931.3503436231
1910.2893429450294,1,17,Central,483469.8088108942
1299.1659239246621,5,40,North,341203.83341618587
1064.913814897872,1,17,West,251164.7370585121
553.0964317440929,2,39,North,116799.49755907102
1303.171644049508,1,1,East,346817.0390206881
1484.548373706851,1,28,East,305517.1865681565
1457.972821082758,4,6,North,432843.6463836301
1453.104036011915,1,19,Central,320712.5532422365
939.095186386537,2,24,Central,243503.3781953437
1466.863057317191,2,31,North,273619.21054516546
1480.663310232447,2,32,North,312210.9494591974
2145.2810189015886,5,10,East,523682.67536788655
2433.366727176181,1,31,East,478018.9368356191
1431.5054865411041,2,30,Central,367488.84140361927
1116.8470244120567,4,0,North,358385.438130105
1467.5089351190181,3,31,West,351837.71002477105
1196.1893623727815,3,41,West,254468.6271280002
1128.7830921268755,5,24,East,301219.1096311451
1470.6749240389288,2,8,North,384166.7488857901
978.3477844238424,1,11,North,211799.5830280953
1803.0533755775089,5,34,North,412789.47608316445
1448.0422254079613,2,0,Central,466170.0779610576
1625.0041534299762,2,7,Central,431899.908578129
1408.5299820146643,5,8,East,362800.06586211576
1136.3727763737938,4,10,North,321659.251263616
1026.020220125574,1,37,North,224414.57385771925
1381.3619978377296,5,5,North,436458.715315139
1225.619831286094,5,9,West,340240.8910484342
1616.9506666047878,1,39,East,273107.8941233278
1497.7841484011803,5,3,East,298371.3258655959
818.8466260386353,1,13,East,193717.05602039458
1533.560649714176,1,11,North,315568.6094686085
828.5697914296214,4,35,North,186287.22869415596
1191.7611872403597,3,23,West,319013.5500658595
1352.8231953910763,3,6,East,360204.32616565883
462.3633610443444,3,26,East,89597.20826491342
1545.7537239299907,2,40,Central,396051.28582799836
1575.4916748571675,4,39,Central,413291.79735764524
1420.9879032876636,2,41,Central,323365.82096235757
1287.841363764203,2,38,North,316003.66618658963
1313.19816994593,3,38,North,260610.3998030937
1011.7302656944717,2,43,North,200519.9039108646
1365.149815135594,1,27,North,273110.55849098274
1223.694098242569,2,39,West,227601.35549010106
1545.8426963436993,5,14,West,421683.1360253949
897.9319552275714,2,20,North,218129.21823279688
1617.794954505572,2,14,East,325375.172972112
1571.609446738835,1,6,North,361680.7058202351
1429.2185839106382,1,2,West,358377.16403726244
1280.3975884568554,5,43,West,286478.7498765925
1776.1699462350562,3,30,West,410699.9245586633
667.6991466030677,5,10,North,247506.53610776857
1730.22666907256,5,15,North,407106.8361129986
1621.518733095186,2,27,West,337041.48295861855
1641.6881462673077,3,6,North,425541.0876390655
1691.6562962163375,4,11,Central,442216.6104286551
1173.1777967035748,4,4,North,365325.8521737051
1370.2699708492823,3,36,North,377337.7148649938
1818.5291656081747,1,17,Central,430995.83638941776
1715.3196220415552,2,9,Central,457069.64371370216
1603.3563827213243,2,8,North,443486.47921142506
742.8398774401862,2,18,West,194862.85982064865
1768.943557441604,3,31,North,376023.366808849
2084.7354959965533,5,9,East,450461.5583628424
2004.8357465214287,1,9,North,472204.78065953037
1616.9390243845528,2,38,Central,401588.6324058934
721.1606981979028,2,0,Central,293307.6411773467
1971.27240711401,3,27,Central,480170.2050603786
1426.3726816401163,5,0,Central,492328.1614754273
450.0,5,28,North,223839.46302308736
1688.603701553602,3,12,East,344298.6951607556
753.9141084602318,2,14,Central,277850.07062260824
851.7797099024685,2,22,West,228986.55269278382
1182.5205538130735,5,7,North,385279.6914370221
2136.295588941442,1,32,West,414857.9423262797
1314.5773229108036,1,38,East,232569.01335236352
1635.4957938683579,1,19,North,363521.189897634
2373.983981876115,4,34,North,459131.75370976544
2297.0148813278956,5,34,North,509212.98360616266
1448.3232920863175,5,33,Central,380335.7739908322
1379.2394889697443,2,34,East,295316.92669863487
869.564682955225,5,44,North,211316.27706720884
1152.7709629092044,1,10,North,295760.53694934084
1712.679173806385,5,25,Central,429441.6820235084
1697.8653809048235,3,42,East,301600.8093734661
1555.11911558698,4,8,West,416765.2475324136
1997.4008287819627,1,15,East,398598.80833998346
1113.8159934834098,5,27,Central,363622.4546121787
1471.9617399082674,2,3,Central,389572.5883887004
1865.6214942474062,2,12,East,408729.1344492078
1792.072953113959,5,13,North,408452.8207818919
2035.4728878662097,3,23,North,447347.6641746173
1698.5102033825303,1,24,West,343824.36201381125
1345.298722201584,2,20,East,317745.69811925804
1681.0961301311997,2,36,North,370608.94664340233
998.7024018079455,1,25,West,229322.27168033997
680.2703342284368,3,33,North,231551.6269143713
1790.3358904485885,3,41,Central,427008.2900664165
1472.4298335894957,4,25,North,386552.74050006596
1654.2048132085042,4,36,West,385406.78971040505
651.157818079291,1,20,North,200685.77414984815
1317.442987637285,4,18,West,327063.5114055639
1200.0714431342362,5,2,North,384920.30015202845
1067.8939426316651,1,36,East,199275.01175996574
450.0,4,3,Central,277651.48612653906
1332.5632589314744,5,38,East,331680.9955023235
1948.6521440830954,2,7,Central,524687.6657166362
1690.498860931869,2,34,North,358863.6087477878
1199.526695167097,3,44,Central,273863.68947968405
1492.56201417485,2,24,Central,386969.9711363939
